"Source","Target","Type","Id","Label","timeset","Weight"
156,195,"Directed",5722,"Civil Aviation Authority of the Legislative Council reply to a written questionDisease Prevention and Control category by location number vaccinated","",1
156,196,"Directed",5723,"Civil Aviation Authority of the Legislative Council reply to a written questionThe number of medical health statistics category","",1
156,197,"Directed",5724,"Civil Aviation Authority of the Legislative Council reply to a written questionGeneral health care category (other) Macao medication profiles","",1
156,199,"Directed",5725,"Civil Aviation Authority of the Legislative Council reply to a written questionFinancial management areas divided by actual expenditure budget","",1
156,203,"Directed",5726,"Civil Aviation Authority of the Legislative Council reply to a written questionGeneral health care category (health center) are divided by age group Health Center outpatient visits","",1
156,208,"Directed",5727,"Civil Aviation Authority of the Legislative Council reply to a written questionThe first ten reasons for seeking treatment in general health care category (Health Center) seeking primary health care","",1
156,213,"Directed",5728,"Civil Aviation Authority of the Legislative Council reply to a written questionGeneral Health Care Category (Health Center) Health Center Medical Events","",1
156,214,"Directed",5729,"Civil Aviation Authority of the Legislative Council reply to a written questionThe number of test general health care category (other) divided by virological test items","",1
156,217,"Directed",5730,"Civil Aviation Authority of the Legislative Council reply to a written questionThe number of beds in the hospital category Health Statistics","",1
156,218,"Directed",5731,"Civil Aviation Authority of the Legislative Council reply to a written questionThe number of test general health care category (other) divided by test items","",1
156,220,"Directed",5732,"Civil Aviation Authority of the Legislative Council reply to a written questionSpecialized health care category divided by the specialist outpatient visits","",1
156,222,"Directed",5733,"Civil Aviation Authority of the Legislative Council reply to a written questionThe number of inpatient specialized health care category divided by age group","",1
156,223,"Directed",5734,"Civil Aviation Authority of the Legislative Council reply to a written questionSpecialized health care categories divided by age group outpatient visits","",1
156,225,"Directed",5735,"Civil Aviation Authority of the Legislative Council reply to a written questionThe number of human resources category Health Bureau staff","",1
156,226,"Directed",5736,"Civil Aviation Authority of the Legislative Council reply to a written questionGeneral health care category (other) Drug Monitoring Overview","",1
156,227,"Directed",5737,"Civil Aviation Authority of the Legislative Council reply to a written questionThe number of (other) private medical activities in general health care category","",1
156,229,"Directed",5738,"Civil Aviation Authority of the Legislative Council reply to a written questionNumber of notifiable diseases Disease Control and Prevention by vaccination by age category of preventable cases","",1
156,232,"Directed",5739,"Civil Aviation Authority of the Legislative Council reply to a written questionDisease prevention and control category mosquito control work","",1
156,233,"Directed",5740,"Civil Aviation Authority of the Legislative Council reply to a written questionGeneral health care category (other) illegal drugs industry inspection and processing overview","",1
156,234,"Directed",5741,"Civil Aviation Authority of the Legislative Council reply to a written questionCDC Category injury deaths by accident category of","",1
156,239,"Directed",5742,"Civil Aviation Authority of the Legislative Council reply to a written questionGeneral health care category (other) blood donors Overview","",1
