dataset_name_en,url,Summary,Open conditions,Data Classification,Data Format,Provide departments / entities,Department Phone Number,Department E-Mail,Update frequency,Basic Info API,Field Name,Field Types,Field Var Len,Field Description (T_Chinese),Field Description (S_Chinese),Field Description (English),Field Description (Portuguese),has_api,API name,Request Method,Return Format,API url,Interface Description,api_key,api_val,api_summary_en
The number of human resources category Health Bureau staff,https://data.gov.mo/Detail?id=7c3820ce-a13b-4058-9ade-613303c91c8a,"Human Resources category, the number of health personnel bureau",Completely open,medical hygiene,XLSX,Health Bureau,83905000,info@ssm.gov.mo,Per year,https://api.data.gov.mo/document/download/7c3820ce-a13b-4058-9ade-613303c91c8a?token=Ab12Myl1qhtLDRZDIviICDjn6Q4Aigma2&isNeedFile=0&lang=TC,"['year', 'groupTC', 'groupPT', 'count']","['-', '-', '-', '-']","['-', '-', '-', '-']","['年度', '職業組別(中文)', '職業組別(葡文)', '人員數目']","['年度', '职业组别(中文)', '职业组别(葡文)', '人员数目']","['year', 'group(chinese)', 'group(português)', 'number of personnels']","['ano', 'grupo profissional(chinês)', 'grupo profissional(português)', 'número de trabalhadores']",FALSE,,,,,,,,
General health care category (other) Drug Monitoring Overview,https://data.gov.mo/Detail?id=a3656732-ba67-4faa-8a1b-15a1b0b22520,"General health care category (the other), the Drug Monitoring Overview",Completely open,medical hygiene,XLSX,Health Bureau,83905000,info@ssm.gov.mo,Per year,https://api.data.gov.mo/document/download/a3656732-ba67-4faa-8a1b-15a1b0b22520?token=DpOAoLNtWcH4fK5G9FoEAeQg7Ybc39ZV&isNeedFile=0&lang=TC,"['year', 'categoryTC', 'categoryPT', 'itemTC', 'itemPT', 'value']","['-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-']","['年度', '分類(中文)', '分類(葡文)', '項目(中文)', '項目(葡文)', '數值']","['年度', '分类(中文)', '分类(葡文)', '项目(中文)', '项目(葡文)', '数值']","['year', 'category(chinese)', 'category(português)', 'items(chinese)', 'items(português)', 'value']","['ano', 'classificação(chinês)', 'classificação(português)', 'item(chinês)', 'item(português)', 'valor']",FALSE,,,,,,,,
The number of (other) private medical activities in general health care category,https://data.gov.mo/Detail?id=b556d624-d01b-42cd-8919-e1829f14aedb,"(Other), the number of private medical activities in general health care category",Completely open,medical hygiene,XLSX,Health Bureau,83905000,info@ssm.gov.mo,Per year,https://api.data.gov.mo/document/download/b556d624-d01b-42cd-8919-e1829f14aedb?token=AVSyQBfNPfnKsjIYxiorfnD31F9oCpZ8B&isNeedFile=0&lang=TC,"['year', 'unitTC', 'unitPT', 'numberOfActivity']","['-', '-', '-', '-']","['-', '-', '-', '-']","['年度', '單位(中文)', '單位(葡文)', '私人醫務活動場所數目']","['年度', '单位(中文)', '单位(葡文)', '私人医务活动场所数目']","['year', 'unit(chinese)', 'unit(português)', 'number of private medical activities']","['ano', 'estabelecimento(chinês)', 'estabelecimento(português)', 'número de estabelecimentos de actividade privada de prestação de cuidados de saúde']",FALSE,,,,,,,,
General Health Care Category (Health Center) Health care center,https://data.gov.mo/Detail?id=bbdbefcf-cd0c-4e14-b955-bd72c1425b1a,"General health care category (health center), the health care center",Completely open,medical hygiene,XLSX,Health Bureau,83905000,info@ssm.gov.mo,Per year,https://api.data.gov.mo/document/download/bbdbefcf-cd0c-4e14-b955-bd72c1425b1a?token=JQOosuzOO6V63L5kigyBT4vqrRR7he1e&isNeedFile=0&lang=TC,"['categoryTC', 'categoryPT', 'locationTC', 'locationPT', 'value']","['-', '-', '-', '-', '-']","['-', '-', '-', '-', '-']","['分類(中文)', '分類(葡文)', '地點(中文)', '地點(葡文)', '數值']","['分类(中文)', '分类(葡文)', '地点(中文)', '地点(葡文)', '数值']","['category(chinese)', 'category(português)', 'location(chinese)', 'location(português)', 'value']","['classificação(chinês)', 'classificação(português)', 'local(chinês)', 'local(português)', 'valor']",FALSE,,,,,,,,
Number of notifiable diseases Disease Control and Prevention by vaccination by age category of preventable cases,https://data.gov.mo/Detail?id=c70cddfc-60ad-4e98-be9b-94dd19686bfb,Disease prevention and control category to age-based vaccine preventable declare the number of cases of the disease,Completely open,medical hygiene,XLSX,Health Bureau,83905000,info@ssm.gov.mo,Per year,https://api.data.gov.mo/document/download/c70cddfc-60ad-4e98-be9b-94dd19686bfb?token=V8MJavqhZ3mBYMf6UqG29iYoOhM5ZEY9B&isNeedFile=0&lang=TC,"['year', 'category', 'diseaseTC', 'diseasePT', 'ageGroup', 'count']","['-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-']","['年度', '國際疾病分類第10版', '疾病(中文)', '疾病(葡文)', '歲組', '申報疾病病例數']","['年度', '国际疾病分类第10版', '疾病(中文)', '疾病(葡文)', '岁组', '申报疾病病例数']","['year', 'CID-10', 'disease(chinese)', 'disease(português)', 'age group', 'number of cases']","['year', 'CID-10', 'disease(chinese)', 'disease(português)', 'age group', 'number of cases']",FALSE,,,,,,,,
Ten specific health category by dividing the number of deaths cause of death statistics,https://data.gov.mo/Detail?id=f291d76e-d267-456b-a01d-34a1fb10db60,"Health category, with the number of deaths divided by the ten specific cause of death statistics",Completely open,medical hygiene,XLSX,Health Bureau,83905000,info@ssm.gov.mo,Per year,https://api.data.gov.mo/document/download/f291d76e-d267-456b-a01d-34a1fb10db60?token=fKMecl9O1NqP1YqHSXvZ667TTknVuIRO&isNeedFile=0&lang=TC,"['year', 'classification', 'causeOfDeathTC', 'causeOfDeathPT', 'total', 'deathRate', 'proportionOfDeaths']","['-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-']","['年度', '國際疾病分類第十版', '死因(中文)', '死因(葡文)', '總數', '死亡專率', '死亡人數比例(%)']","['年度', '国际疾病分类第十版', '死因(中文)', '死因(葡文)', '总数', '死亡专率', '死亡人数比例(% )']","['Ano', 'CID 10', 'Causas da morte(chinese)', 'Causas da morte(português)', 'Total', 'Taxa de Mortalidade Específica', 'Percentagem de Mortalidade(%)']","['year', 'CID 10', 'cause of death(chinese)', 'cause of death(português)', 'total', 'death rate', 'proportion of deaths(%)']",FALSE,,,,,,,,
School number (according to the classification of schools and education phasing) Department,https://data.gov.mo/Detail?id=01661ffe-1d4d-442b-9273-425faed2d4a2,School number (according to the classification of schools and education phasing) Department,Completely open,education,XLSX,Education and Youth Affairs Bureau,28555533,webmaster@dsej.gov.mo,Per year,https://api.data.gov.mo/document/download/01661ffe-1d4d-442b-9273-425faed2d4a2?token=Noqhc95XIpebjcqxqKwuURAIn0ESYe6x&isNeedFile=0&lang=TC,"['year', 'level', 'level_p', 'category', 'category_p', 'no']","['string', 'string', 'string', 'string', 'string', 'number']","['-', '-', '-', '-', '-', '-']","['學年', '開辦的教育階段', '開辦的教育階段（葡萄牙文）', '各類學校', '各類學校（葡萄牙文）', '有開辦該教育階段的校部數']","['学年', '开办的教育阶段', '开办的教育阶段（葡萄牙文）', '各类学校', '各类学校（葡萄牙文）', '有开办该教育阶段的校部数']","['-', '-', '-', '-', '-', '-']","['Ano Lectivo', 'Nível de ensino da Operação', 'Nível de ensino da Operação (Port.)', 'Tipo de escola', 'Tipo de escola (Port.)', 'Número de unidades escolares (Nível de ensino da Operação)']",FALSE,,,,,,,,
Disease prevention and control category mosquito control work,https://data.gov.mo/Detail?id=13b0a128-bf31-4588-8678-04d1269a493d,"Disease prevention and control category, mosquito control work",Completely open,medical hygiene,XLSX,Health Bureau,83905000,info@ssm.gov.mo,Per year,https://api.data.gov.mo/document/download/13b0a128-bf31-4588-8678-04d1269a493d?token=oYagsdKCdJYosNlGBma1z7ePj0D1hP7K2&isNeedFile=0&lang=TC,"['year', 'categoryTC', 'categoryPT', 'value']","['-', '-', '-', '-']","['-', '-', '-', '-']","['年度', '分類(中文)', '分類(葡文)', '數值']","['年度', '分类(中文)', '分类(葡文)', '数值']","['year', 'category(chinese)', 'category(português)', 'values']","['ano', 'classififcação (chinês)', 'classificação (português)', 'valor']",FALSE,,,,,,,,
General health care category (other) illegal drugs industry inspection and processing overview,https://data.gov.mo/Detail?id=2eeecd02-bd20-49c1-b748-417d7fbea96d,"General health care category (the other), the pharmaceutical industry, inspection and handling violations Overview",Completely open,medical hygiene,XLSX,Health Bureau,83905000,info@ssm.gov.mo,Per year,https://api.data.gov.mo/document/download/2eeecd02-bd20-49c1-b748-417d7fbea96d?token=hDHorZSXi795OsC9GtSW9wQCgb3L0Llvg&isNeedFile=0&lang=TC,"['year', 'categoryTC', 'categoryPT', 'itemTC', 'itemPT', 'value']","['-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-']","['年度', '分類(中文)', '分類(葡文)', '項目(中文)', '項目(葡文)', '數值']","['年度', '分类(中文)', '分类(葡文)', '项目(中文)', '项目(葡文)', '数值']","['year', 'category(chinese)', 'category(português)', 'items(chinese)', 'items(português)', 'value']","['ano', 'classificação(chinês)', 'classificação(português)', 'item(chinês)', 'item(português)', 'valor']",FALSE,,,,,,,,
CDC Category injury deaths by accident category of,https://data.gov.mo/Detail?id=31394fa0-5b8a-4561-9bde-150c485ad7b1,"Disease Control and Prevention category, the number of deaths to injuries by type of accident",Completely open,medical hygiene,XLSX,Health Bureau,83905000,info@ssm.gov.mo,Per year,https://api.data.gov.mo/document/download/31394fa0-5b8a-4561-9bde-150c485ad7b1?token=uDMMrZ6hNW6YCAyeCmrWBJTdSTGvdVYal&isNeedFile=0&lang=TC,"['year', 'categoryTC', 'categoryPT', 'count']","['-', '-', '-', '-']","['-', '-', '-', '-']","['年度', '分類(中文)', '分類(葡文)', '傷害事故死亡人數']","['年度', '分类(中文)', '分类(葡文)', '伤害事故死亡人数']","['year', 'category(chinese)', 'category(português)', 'number of injuries dealth']","['ano', 'classificação (chinês)', 'classificação (português)', 'número de óbitos de acidente']",FALSE,,,,,,,,
SME Credit Guarantee Scheme statistics - Application Overview,https://data.gov.mo/Detail?id=3b887106-88f8-44bc-aaf8-201fb7f0949b,SME Credit Guarantee Scheme to provide annual statistics application and approval of statistical data,Completely open,Entrepreneurship and Business,CSV,Economic and Technology Development Council,(853) 2888 2088,info@economia.gov.mo,per month,https://api.data.gov.mo/document/download/3b887106-88f8-44bc-aaf8-201fb7f0949b?token=Sgck5zUz72fX7zFeV0CRpDiZNwGVHddH&isNeedFile=0&lang=TC,"['Year', 'Month', 'Applied', 'Approved', 'Rejected', 'ApprovedAmount']","['int', 'int', 'int', 'int', 'int', 'int']","['4', '2', '-', '-', '-', '-']","['年', '月', '申請宗數', '批准宗數', '不批准宗數', '批准金額']","['年', '月', '申请宗数', '批准宗数', '不批准宗数', '批准金额']","['Year', 'Month', 'Number of applications', 'Number of approved applications', 'Number of rejected applications', 'Approved amount']","['Ano', 'Mês', 'Número de pedidos', 'Número de pedidos aprovados', 'Número de pedidos indeferidos', 'Montantes aprovados']",FALSE,,,,,,,,
The number of students (by school and grade division),https://data.gov.mo/Detail?id=41a9f264-c2fc-4b53-a51b-6e0513b7ac62,The number of students (by school and grade division),Completely open,education,XLSX,Education and Youth Affairs Bureau,28555533,webmaster@dsej.gov.mo,Per year,https://api.data.gov.mo/document/download/41a9f264-c2fc-4b53-a51b-6e0513b7ac62?token=mY0a2Kq1ub2OyIMelYdwh0Fztaab0J4cd&isNeedFile=0&lang=TC,"['year', 'category', 'category_p', 's_code', 's_code_name_c', 's_code_name_p', 'k1', 'k2', 'k3', 'p1', 'p2', 'p3', 'p4', 'p5', 'p6', 'prc', 's1', 's2', 's3', 'rec', 's4', 's5', 's6', 'src', 'e']","['string', 'string', 'string', 'string', 'string', 'string', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number', 'number']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['學年', '各類學校', '各類學校（葡萄牙文）', '校部編號', '校部名稱', '校部名稱（葡萄牙文）', '幼一（人數）', '幼二（人數）', '幼三（人數）', '小一（人數）', '小二（人數）', '小三（人數）', '小四（人數）', '小五（人數）', '小六（人數）', '小學回歸（人數）', '初一（人數）', '初二（人數）', '初三（人數）', '初中回歸（人數）', '高一（人數）', '高二（人數）', '高三（人數）', '高中回歸（人數）', '特教（人數）']","['学年', '各类学校', '各类学校（葡萄牙文）', '校部编号', '校部名称', '校部名称（葡萄牙文）', '幼一（人数）', '幼二（人数）', '幼三（人数）', '小一（人数）', '小二（人数）', '小三（人数）', '小四（人数）', '小五（人数）', '小六（人数）', '小学回归（人数）', '初一（人数）', '初二（人数）', '初三（人数）', '初中回归（人数）', '高一（人数）', '高二（人数）', '高三（人数）', '高中回归（人数）', '特教（人数）']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['Ano Lectivo', 'Tipo de escola', 'Tipo de escola (Port.)', 'Código da unidade escolar', 'Nome da unidade escolar', 'Nome da unidade escolar (Port.)', 'I1 (Número de alunos)', 'I2 (Número de alunos)', 'I3 (Número de alunos)', 'P1 (Número de alunos)', 'P2 (Número de alunos)', 'P3 (Número de alunos)', 'P4 (Número de alunos)', 'P5 (Número de alunos)', 'P6 (Número de alunos)', 'PR (Número de alunos)', 'SG1 (Número de alunos)', 'SG2 (Número de alunos)', 'SG3 (Número de alunos)', 'GR (Número de alunos)', 'SC1 (Número de alunos)', 'SC2 (Número de alunos)', 'SC3 (Número de alunos)', 'CR (Número de alunos)', 'EE (Número de alunos)']",FALSE,,,,,,,,
"""Star Tourism Services Accreditation Scheme 'award-winning travel agency",https://data.gov.mo/Detail?id=52ec22d4-f6de-4577-a607-9701b63a3dbc,"""Star Tourism Services Accreditation Scheme 'award-winning travel agency",Completely open,Tourism and Gaming,XML,Tourism,(853)28315566,webmaster@macaotourism.gov.mo,daily,https://api.data.gov.mo/document/download/52ec22d4-f6de-4577-a607-9701b63a3dbc?token=7IZMi9ouxpVldxbDFPGjGl8wjsgKdxAon&isNeedFile=0&lang=TC,"['mgto/qtsas_travelagency/id', 'mgto/qtsas_travelagency/name_zh', 'mgto/qtsas_travelagency/name_en', 'mgto/qtsas_travelagency/name_gb', 'mgto/qtsas_travelagency/name_pt', 'mgto/qtsas_travelagency/award/award_name_zh', 'mgto/qtsas_travelagency/award/award_name_en', 'mgto/qtsas_travelagency/award/award_name_gb', 'mgto/qtsas_travelagency/award/award_name_pt']","['string', 'string', 'string', 'string', 'string', 'string', 'string', 'string', 'string']","['*', '*', '*', '*', '*', '*', '*', '*', '*']","['序號', '繁體中文名稱', '英文名稱', '簡體中文名稱', '葡文名稱', '獎項繁體中文名稱', '獎項英文名稱', '獎項簡體中文名稱', '獎項葡文名稱']","['序号', '繁体中文名称', '英文名称', '简体中文名称', '葡文名称', '奖项繁体中文名称', '奖项英文名称', '奖项简体中文名称', '奖项葡文名称']","['serial number', 'Name in T.Chinese', 'Name in English', 'Name in S.Chinese', 'Name in Portguese', 'Award in Traditional Chinese', 'Award in English', 'Award in Simplified Chinese', 'Award in Portuguese']","['Ordem', 'Nome em Chinês T.', 'Nome em Inglês', 'Nome em Chinês S.', 'Nome em Português', 'Nome do prémio em Chinês T.', 'Nome do prémio em Inglês', 'Nome do prémio em Chinês S.', 'Nome do prémio em Português']",FALSE,,,,,,,,
Encourage enterprises to upgrade statistical development subsidy program - to benefit industry,https://data.gov.mo/Detail?id=69a97b47-95f6-447a-9a86-77a7036f1e18,Provide subsidies to encourage enterprises to upgrade the development plan to benefit industry statistics,Completely open,Entrepreneurship and Business,CSV,Economic and Technology Development Council,(853) 2888 2088,info@economia.gov.mo,Quarterly,https://api.data.gov.mo/document/download/69a97b47-95f6-447a-9a86-77a7036f1e18?token=NURFKHC7o244DojbSrOXeHlE3HM5Wwz74&isNeedFile=0&lang=TC,"['PlanType', 'PeriodType', 'ChineseName', 'PortugueseName', 'Approved', 'ApprovedAmount', 'UtilizationPercentage']","['int', 'int', 'string', 'string', 'int', 'double', 'double']","['-', '-', '*', '*', '-', '-', '-']","['融資方式。 1 指銀行貸款；2 指融資租賃。', '統計的時間段。 1 表示統計由 2009 年至去年底； 2 表示統計由本年開始至現在。', '行業分類（中文）', '行業分類（葡文）', '批准宗數', '批准金額（MOP）', '使用率（百分比）']","['融资方式。 1 指银行贷款；2 指融资租赁。', '统计的时间段。 1 表示统计由 2009 年至去年底； 2 表示统计由本年开始至现在。', '行业分类（中文）', '行业分类（葡文）', '批准宗数', '批准金额（MOP）', '使用率（百分比）']","['Form of finance: 1 refers to bank loan; 2 refers to financial lease.', 'Statistical period. ""1"" refers to the statistics starting from year 2009 untill the end of last year; ""2"" refers to the statistics starting from the current year untill now.', 'Classification of Economic Activities (Chinese)', 'Classification of Economic Activities (Portuguese)', 'Number of approved applications', 'Approved Amount (MOP)', 'Utilization rate (percentage)']","['Forma de financiamento: 1 Crédito bancário; 2 Locação financeira.', 'Período da estatística. ""1"" quer dizer que a estatística foi feita a partir do ano 2009 até final do ano passado. ""2"" quer dizer que a estatística foi feita a partir do corrente ano até agora.', 'Classificação de atividades econômicas (Chinês)', 'Classificação das Atividades Econômicas (português)', 'Número de pedidos aprovados', 'Montantes aprovados (MOP)', 'Taxa de utilização (Percentagem)']",FALSE,,,,,,,,
